delivery_id,driver_id,pickup_datetime,dropoff_datetime,distance_km,duration_min,order_value,fare,surge_multiplier,platform_fee_rate,tip,driver_payout,rating,cancelled,city
DEL001245,D0012,2024-07-09 03:44:38,2024-07-09 04:32:38,9.401,48,25.36,23.29,1.0,0.29,2.06,18.6,5.0,0,Phoenix
DEL001246,D0058,2024-07-19 12:14:18,2024-07-19 12:22:18,0.397,8,18.28,5.13,1.0,0.257,2.84,6.65,4.7,0,Houston
DEL001247,D0177,2024-07-26 01:20:55,2024-07-26 01:39:55,2.354,19,19.85,14.34,1.54,0.196,1.82,13.35,5.0,0,Chicago
DEL001248,D0107,2024-07-07 17:30:47,2024-07-07 18:07:47,7.071,37,41.64,17.6,1.0,0.246,0.0,13.27,5.0,0,Houston
DEL001249,D0030,2024-07-07 21:19:27,2024-07-07 21:28:27,2.991,9,15.29,7.59,1.0,0.294,0.0,5.36,5.0,0,New York
DEL001250,D0157,2024-07-28 21:37:12,2024-07-28 21:48:12,1.933,11,26.15,7.06,1.0,0.21,0.0,5.58,4.3,0,Chicago
DEL001251,D0059,2024-07-01 23:28:04,2024-07-01 23:32:04,0.811,4,17.63,4.26,1.0,0.243,0.0,3.22,5.0,0,Phoenix
DEL001252,D0002,2024-07-16 21:56:31,2024-07-16 22:02:31,1.045,6,25.37,4.96,1.0,0.228,0.0,3.83,4.9,0,Chicago
DEL001253,D0060,2024-07-14 19:58:29,2024-07-14 20:09:29,0.889,11,9.19,6.17,1.0,0.227,0.0,4.77,5.0,0,Phoenix
DEL001254,D0196,2024-07-19 18:51:54,2024-07-19 19:28:54,5.866,37,23.88,17.08,1.0,0.224,3.86,17.11,4.8,0,Phoenix
DEL001255,D0076,2024-07-21 14:58:42,2024-07-21 15:18:42,3.164,20,19.47,10.92,1.0,0.261,0.0,8.07,4.9,0,New York
DEL001256,D0065,2024-07-03 12:55:10,2024-07-03 13:16:10,2.141,21,30.58,9.41,1.0,0.163,0.0,7.88,4.7,0,Los Angeles
DEL001257,D0129,2024-07-04 19:46:57,2024-07-04 20:10:57,3.334,24,23.61,11.75,1.0,0.178,1.42,11.08,4.1,0,Chicago
DEL001258,D0129,2024-07-27 07:23:04,2024-07-27 07:31:04,0.822,8,17.38,4.84,1.0,0.197,2.36,6.25,4.6,0,Chicago
DEL001259,D0056,2024-07-20 14:16:13,2024-07-20 14:27:13,2.404,11,11.01,7.76,1.0,0.275,1.83,7.46,5.0,0,Los Angeles
DEL001260,D0144,2024-07-23 13:47:25,2024-07-23 14:29:25,9.182,42,36.8,0.0,1.0,0.296,0.0,3.67,,1,Houston
DEL001261,D0057,2024-07-06 19:08:20,2024-07-06 19:28:20,2.064,20,12.54,9.27,1.0,0.194,1.53,9.0,4.1,0,Phoenix
DEL001262,D0074,2024-07-05 18:15:45,2024-07-05 18:29:45,2.173,14,23.84,12.1,1.53,0.191,1.63,11.42,4.0,0,New York
DEL001263,D0113,2024-07-08 09:01:38,2024-07-08 09:08:38,1.333,7,19.68,6.06,1.0,0.17,3.59,8.62,5.0,0,Houston
DEL001264,D0160,2024-07-19 09:42:48,2024-07-19 09:56:48,2.63,14,11.38,8.54,1.0,0.239,1.17,7.67,4.1,0,Phoenix
DEL001265,D0190,2024-07-09 11:02:57,2024-07-09 11:08:57,2.061,6,20.03,5.98,1.0,0.276,1.03,5.36,4.1,0,Chicago
DEL001266,D0151,2024-07-31 20:41:42,2024-07-31 20:47:42,0.539,6,18.76,4.54,1.0,0.266,0.0,3.33,4.6,0,Chicago
DEL001267,D0102,2024-07-15 14:38:00,2024-07-15 14:47:00,2.556,9,20.38,7.68,1.0,0.206,1.83,7.93,4.8,0,New York
DEL001268,D0022,2024-07-13 13:15:12,2024-07-13 13:18:12,0.2,3,5.47,3.37,1.0,0.269,0.64,3.1,4.7,0,Phoenix
DEL001269,D0068,2024-07-17 20:43:42,2024-07-17 21:00:42,3.154,17,26.05,9.26,1.0,0.227,0.0,7.16,4.9,0,Phoenix
DEL001270,D0133,2024-07-09 19:02:26,2024-07-09 19:22:26,3.514,20,23.67,11.79,1.0,0.251,0.0,8.83,4.1,0,Los Angeles
DEL001271,D0060,2024-07-31 10:13:59,2024-07-31 10:17:59,0.579,4,15.14,4.39,1.0,0.279,0.0,3.17,4.7,0,Phoenix
DEL001272,D0176,2024-07-11 06:20:11,2024-07-11 06:40:11,3.714,20,24.75,0.0,1.0,0.189,0.0,3.81,,1,Chicago
DEL001273,D0124,2024-07-11 14:04:42,2024-07-11 14:22:42,4.704,18,15.17,11.83,1.0,0.198,0.0,9.49,4.6,0,Houston
DEL001274,D0144,2024-07-04 21:26:19,2024-07-04 21:35:19,0.901,9,42.13,4.84,1.0,0.287,7.94,11.39,4.0,0,Houston
DEL001275,D0141,2024-07-27 20:59:54,2024-07-27 21:07:54,1.787,8,31.29,6.6,1.0,0.201,1.91,7.18,4.3,0,Chicago
DEL001276,D0162,2024-07-16 23:44:24,2024-07-17 00:03:24,3.648,19,11.78,11.09,1.0,0.253,0.0,8.28,4.8,0,Chicago
DEL001277,D0185,2024-07-17 09:48:56,2024-07-17 09:58:56,1.219,10,14.7,5.94,1.0,0.252,0.0,4.44,5.0,0,Los Angeles
DEL001278,D0147,2024-07-04 13:38:58,2024-07-04 13:56:58,4.442,18,24.02,10.85,1.0,0.252,1.67,9.79,4.5,0,New York
DEL001279,D0196,2024-07-12 16:45:00,2024-07-12 17:02:00,3.776,17,17.51,10.56,1.0,0.267,0.0,7.74,4.6,0,Phoenix
DEL001280,D0099,2024-07-15 12:27:48,2024-07-15 12:47:48,4.503,20,18.91,11.71,1.0,0.292,3.35,11.64,4.9,0,Phoenix
DEL001281,D0078,2024-07-25 12:09:24,2024-07-25 12:22:24,2.432,13,8.44,7.06,1.0,0.296,0.51,5.48,4.8,0,New York
DEL001282,D0006,2024-07-30 23:28:47,2024-07-30 23:38:47,1.27,10,29.63,6.85,1.0,0.165,2.42,8.14,4.0,0,New York
DEL001283,D0096,2024-07-02 17:26:41,2024-07-02 17:44:41,4.361,18,24.34,11.16,1.0,0.217,0.0,8.74,4.7,0,Phoenix
DEL001284,D0056,2024-07-17 13:13:34,2024-07-17 13:28:34,2.429,15,13.72,7.79,1.0,0.152,0.0,6.61,4.5,0,Los Angeles
DEL001285,D0054,2024-07-11 18:24:33,2024-07-11 18:41:33,5.452,17,17.86,0.0,1.0,0.279,0.0,2.76,,1,New York
DEL001286,D0077,2024-07-24 04:12:03,2024-07-24 04:29:03,2.866,17,5.0,9.08,1.0,0.165,0.34,7.92,4.7,0,Phoenix
DEL001287,D0132,2024-07-05 09:35:53,2024-07-05 09:46:53,1.963,11,30.4,6.51,1.0,0.275,2.57,7.29,4.2,0,New York
DEL001288,D0009,2024-07-21 19:19:10,2024-07-21 19:48:10,6.543,29,33.58,15.49,1.0,0.296,3.98,14.88,5.0,0,Phoenix
DEL001289,D0157,2024-07-13 12:36:28,2024-07-13 12:55:28,2.98,19,19.85,25.02,2.42,0.177,1.05,21.64,3.8,0,Chicago
DEL001290,D0126,2024-07-24 05:23:25,2024-07-24 05:38:25,1.405,15,11.67,7.04,1.0,0.204,0.86,6.46,4.4,0,Los Angeles
DEL001291,D0036,2024-07-30 19:48:09,2024-07-30 20:36:09,8.638,48,14.58,0.0,1.0,0.232,0.0,1.34,,1,Phoenix
DEL001292,D0135,2024-07-19 14:05:48,2024-07-19 14:20:48,2.912,15,13.6,12.99,1.61,0.164,2.7,13.56,4.8,0,Los Angeles
DEL001293,D0152,2024-07-27 19:16:24,2024-07-27 19:41:24,4.022,25,31.64,12.13,1.0,0.256,2.06,11.08,4.7,0,Los Angeles
DEL001294,D0170,2024-07-30 15:21:08,2024-07-30 15:39:08,2.38,18,5.0,8.4,1.0,0.163,0.61,7.64,4.6,0,Phoenix
DEL001295,D0188,2024-07-01 01:32:46,2024-07-01 01:39:46,1.746,7,14.22,5.31,1.0,0.187,0.93,5.25,4.9,0,Houston
DEL001296,D0144,2024-07-20 22:23:24,2024-07-20 22:30:24,1.125,7,26.33,5.03,1.0,0.199,0.0,4.03,4.3,0,Houston
DEL001297,D0137,2024-07-20 21:58:07,2024-07-20 22:12:07,3.048,14,25.34,8.34,1.0,0.16,0.0,7.01,4.6,0,Phoenix
DEL001298,D0167,2024-07-22 21:49:58,2024-07-22 22:09:58,5.167,20,17.41,11.43,1.0,0.21,1.89,10.92,4.4,0,Los Angeles
DEL001299,D0008,2024-07-31 19:44:03,2024-07-31 20:23:03,6.173,39,25.6,18.68,1.0,0.194,0.0,15.06,4.5,0,Los Angeles
DEL001300,D0042,2024-07-12 15:58:52,2024-07-12 16:07:52,2.331,9,13.05,7.18,1.0,0.167,0.0,5.98,4.4,0,Chicago
DEL001301,D0189,2024-07-08 12:29:43,2024-07-08 12:46:43,2.961,17,33.25,9.12,1.0,0.253,5.03,11.84,4.6,0,Los Angeles
DEL001302,D0060,2024-07-08 01:49:05,2024-07-08 01:58:05,1.25,9,43.62,5.83,1.0,0.27,0.0,4.26,5.0,0,Phoenix
DEL001303,D0043,2024-07-29 22:05:33,2024-07-29 22:17:33,2.126,12,23.85,14.16,1.97,0.188,0.0,11.5,4.6,0,Chicago
DEL001304,D0051,2024-07-21 12:19:32,2024-07-21 12:31:32,1.828,12,16.29,13.86,1.87,0.154,0.0,11.73,4.0,0,Phoenix
DEL001305,D0162,2024-07-15 19:48:56,2024-07-15 20:06:56,2.822,18,24.04,20.99,2.06,0.242,0.0,15.91,4.8,0,Chicago
DEL001306,D0036,2024-07-28 20:22:52,2024-07-28 20:31:52,2.582,9,13.27,6.95,1.0,0.225,0.0,5.39,4.6,0,Phoenix
DEL001307,D0185,2024-07-20 19:00:10,2024-07-20 19:15:10,2.753,15,25.29,9.57,1.0,0.151,2.96,11.08,4.1,0,Los Angeles
DEL001308,D0194,2024-07-21 17:41:18,2024-07-21 17:51:18,3.047,10,6.66,7.46,1.0,0.294,1.18,6.45,3.9,0,Chicago
DEL001309,D0040,2024-07-07 10:11:32,2024-07-07 10:29:32,2.934,18,23.98,14.11,1.42,0.212,1.38,12.5,4.9,0,Chicago
DEL001310,D0160,2024-07-10 11:47:11,2024-07-10 11:56:11,1.367,9,18.77,6.89,1.0,0.253,1.77,6.92,4.9,0,Phoenix
DEL001311,D0054,2024-07-20 14:58:39,2024-07-20 15:07:39,1.047,9,21.27,6.2,1.0,0.187,0.0,5.04,5.0,0,New York
DEL001312,D0166,2024-07-05 13:17:04,2024-07-05 13:24:04,2.655,7,16.0,6.95,1.0,0.205,0.0,5.53,4.1,0,New York
DEL001313,D0156,2024-07-05 00:17:48,2024-07-05 00:28:48,2.015,11,17.43,13.65,1.92,0.252,0.0,10.21,4.9,0,New York
DEL001314,D0081,2024-07-03 06:33:50,2024-07-03 06:46:50,1.921,13,31.74,8.55,1.0,0.293,0.0,6.04,5.0,0,Phoenix
DEL001315,D0115,2024-07-13 21:30:48,2024-07-13 21:58:48,4.747,28,27.84,13.56,1.0,0.216,1.96,12.59,4.8,0,Phoenix
DEL001316,D0168,2024-07-17 23:52:15,2024-07-18 00:20:15,4.282,28,29.47,20.53,1.66,0.269,0.0,15.01,4.2,0,Los Angeles
DEL001317,D0144,2024-07-03 22:55:21,2024-07-03 23:15:21,4.042,20,28.61,11.24,1.0,0.2,5.37,14.36,5.0,0,Houston
DEL001318,D0088,2024-07-20 19:56:59,2024-07-20 20:07:59,1.71,11,16.96,6.02,1.0,0.15,0.0,5.12,4.3,0,Los Angeles
DEL001319,D0026,2024-07-14 21:48:52,2024-07-14 22:05:52,2.654,17,26.17,9.57,1.0,0.225,4.79,12.21,4.5,0,Phoenix
DEL001320,D0035,2024-07-24 16:42:12,2024-07-24 16:56:12,3.046,14,17.31,8.7,1.0,0.234,0.0,6.66,5.0,0,New York
DEL001321,D0080,2024-07-16 01:23:55,2024-07-16 01:50:55,5.648,27,31.5,13.75,1.0,0.284,0.0,9.84,4.5,0,Los Angeles
DEL001322,D0033,2024-07-22 12:31:25,2024-07-22 12:54:25,5.435,23,39.89,13.63,1.0,0.173,0.0,11.27,4.7,0,Chicago
DEL001323,D0068,2024-07-24 23:54:44,2024-07-25 00:01:44,1.014,7,10.42,6.98,1.46,0.26,0.0,5.17,4.8,0,Phoenix
DEL001324,D0013,2024-07-10 19:55:33,2024-07-10 20:23:33,6.048,28,24.83,14.58,1.0,0.178,0.0,11.98,5.0,0,New York
DEL001325,D0098,2024-07-02 07:50:05,2024-07-02 08:00:05,0.651,10,22.63,5.64,1.0,0.151,0.0,4.79,4.3,0,Los Angeles
DEL001326,D0043,2024-07-23 09:28:07,2024-07-23 09:38:07,2.465,10,26.31,7.95,1.0,0.2,3.51,9.87,4.5,0,Chicago
DEL001327,D0190,2024-07-09 20:42:44,2024-07-09 20:58:44,3.488,16,20.72,9.62,1.0,0.272,4.01,11.01,4.0,0,Chicago
DEL001328,D0097,2024-07-08 21:20:57,2024-07-08 21:24:57,0.2,4,31.71,3.88,1.0,0.173,6.25,9.46,4.5,0,Chicago
DEL001329,D0018,2024-07-24 21:42:07,2024-07-24 21:56:07,3.4,14,27.69,9.1,1.0,0.232,0.0,6.99,4.7,0,Houston
DEL001330,D0023,2024-07-24 05:44:21,2024-07-24 06:14:21,6.429,30,36.85,15.54,1.0,0.222,0.0,12.09,4.4,0,Houston
DEL001331,D0129,2024-07-30 04:21:24,2024-07-30 04:34:24,2.02,13,13.73,12.88,1.69,0.299,0.0,9.03,4.6,0,Chicago
DEL001332,D0200,2024-07-28 22:27:51,2024-07-28 22:32:51,0.911,5,5.78,4.62,1.0,0.243,0.66,4.16,4.7,0,Phoenix
DEL001333,D0121,2024-07-06 05:47:37,2024-07-06 06:10:37,4.062,23,23.82,21.91,1.68,0.189,0.0,17.77,4.5,0,New York
DEL001334,D0178,2024-07-18 07:20:24,2024-07-18 07:36:24,2.609,16,10.46,8.93,1.0,0.186,2.03,9.3,4.6,0,Los Angeles
DEL001335,D0185,2024-07-27 10:24:27,2024-07-27 10:38:27,1.644,14,9.14,7.88,1.0,0.173,0.76,7.28,4.4,0,Los Angeles
DEL001336,D0002,2024-07-07 17:38:37,2024-07-07 17:59:37,3.947,21,22.6,11.98,1.0,0.256,1.43,10.34,4.9,0,Chicago
DEL001337,D0075,2024-07-23 13:52:18,2024-07-23 14:16:18,3.853,24,42.72,11.34,1.0,0.208,8.17,17.15,4.6,0,Chicago
DEL001338,D0123,2024-07-30 12:47:42,2024-07-30 13:26:42,7.325,39,33.57,18.74,1.0,0.264,0.0,13.79,5.0,0,Houston
DEL001339,D0147,2024-07-16 13:44:07,2024-07-16 13:48:07,0.925,4,15.14,4.05,1.0,0.21,0.0,3.2,4.3,0,New York
DEL001340,D0078,2024-07-31 20:31:18,2024-07-31 20:44:18,1.741,13,21.08,7.95,1.0,0.255,2.69,8.61,4.8,0,New York
DEL001341,D0088,2024-07-17 08:45:13,2024-07-17 09:14:13,6.41,29,38.4,16.29,1.0,0.267,0.0,11.94,4.7,0,Los Angeles
DEL001342,D0191,2024-07-03 21:49:11,2024-07-03 22:05:11,2.897,16,25.78,8.61,1.0,0.169,0.0,7.15,4.9,0,Los Angeles
DEL001343,D0035,2024-07-08 23:35:25,2024-07-08 23:43:25,0.74,8,23.96,4.94,1.0,0.271,0.0,3.6,4.7,0,New York
DEL001344,D0088,2024-07-19 14:33:46,2024-07-19 14:57:46,4.814,24,16.46,13.11,1.0,0.16,0.0,11.01,4.7,0,Los Angeles
DEL001345,D0115,2024-07-27 14:08:20,2024-07-27 14:28:20,2.527,20,27.58,9.29,1.0,0.262,0.0,6.86,4.9,0,Phoenix
DEL001346,D0018,2024-07-15 14:10:36,2024-07-15 14:16:36,1.145,6,30.35,5.01,1.0,0.176,0.0,4.13,4.7,0,Houston
DEL001347,D0122,2024-07-08 11:51:47,2024-07-08 11:57:47,1.093,6,28.68,6.15,1.0,0.264,0.0,4.53,5.0,0,Houston
DEL001348,D0116,2024-07-28 06:50:54,2024-07-28 07:08:54,2.724,18,8.19,8.49,1.0,0.174,0.0,7.01,4.5,0,New York
DEL001349,D0036,2024-07-09 21:06:22,2024-07-09 21:25:22,2.715,19,27.97,15.83,1.58,0.263,1.81,13.48,4.4,0,Phoenix
DEL001350,D0071,2024-07-26 19:37:27,2024-07-26 19:46:27,0.644,9,32.22,12.32,2.45,0.184,0.0,10.05,4.0,0,Los Angeles
DEL001351,D0187,2024-07-02 07:25:31,2024-07-02 07:37:31,3.54,12,23.92,8.95,1.0,0.245,0.0,6.76,4.6,0,Houston
DEL001352,D0129,2024-07-19 20:50:42,2024-07-19 21:12:42,5.35,22,15.84,12.91,1.0,0.213,0.0,10.16,4.5,0,Chicago
DEL001353,D0087,2024-07-19 12:41:28,2024-07-19 12:48:28,0.2,7,11.67,5.53,1.0,0.192,1.02,5.49,4.2,0,New York
DEL001354,D0122,2024-07-24 18:58:32,2024-07-24 19:02:32,0.508,4,22.46,4.93,1.0,0.258,0.0,3.66,5.0,0,Houston
DEL001355,D0160,2024-07-24 12:47:06,2024-07-24 12:58:06,2.696,11,30.01,7.93,1.0,0.247,4.1,10.07,4.4,0,Phoenix
DEL001356,D0010,2024-07-22 12:08:06,2024-07-22 12:15:06,1.169,7,25.33,5.94,1.0,0.219,0.0,4.64,5.0,0,Phoenix
DEL001357,D0001,2024-07-27 10:52:44,2024-07-27 11:11:44,1.581,19,21.07,8.49,1.0,0.226,0.0,6.57,4.9,0,New York
DEL001358,D0099,2024-07-26 15:33:53,2024-07-26 15:43:53,2.334,10,25.4,7.55,1.0,0.224,0.0,5.86,4.8,0,Phoenix
DEL001359,D0048,2024-07-07 20:13:42,2024-07-07 20:38:42,7.417,25,25.33,15.53,1.0,0.212,2.29,14.53,4.0,0,Los Angeles
DEL001360,D0047,2024-07-09 00:28:51,2024-07-09 00:34:51,2.067,6,33.87,6.06,1.0,0.283,6.21,10.56,4.0,0,Los Angeles
DEL001361,D0145,2024-07-08 05:16:54,2024-07-08 05:29:54,3.293,13,39.77,8.35,1.0,0.185,6.65,13.46,4.7,0,New York
DEL001362,D0063,2024-07-15 13:34:10,2024-07-15 13:42:10,0.733,8,28.32,0.0,1.0,0.298,0.0,1.83,,1,Chicago
DEL001363,D0052,2024-07-15 03:33:57,2024-07-15 03:47:57,2.463,14,19.74,8.39,1.0,0.257,0.0,6.23,4.8,0,Chicago
DEL001364,D0102,2024-07-29 15:20:33,2024-07-29 15:43:33,3.893,23,25.4,26.46,2.35,0.169,0.0,21.99,4.3,0,New York
DEL001365,D0146,2024-07-25 11:06:42,2024-07-25 11:24:42,3.792,18,35.34,10.31,1.0,0.288,6.33,13.67,4.4,0,Houston
DEL001366,D0197,2024-07-15 21:13:08,2024-07-15 21:27:08,3.045,14,17.42,9.43,1.0,0.287,3.35,10.07,5.0,0,Phoenix
DEL001367,D0177,2024-07-07 19:27:04,2024-07-07 19:35:04,1.696,8,14.01,5.69,1.0,0.155,1.74,6.55,4.2,0,Chicago
DEL001368,D0134,2024-07-08 14:05:16,2024-07-08 14:29:16,3.147,24,25.97,11.11,1.0,0.282,0.0,7.98,4.9,0,Phoenix
DEL001369,D0018,2024-07-10 04:46:17,2024-07-10 04:59:17,0.922,13,28.61,13.04,1.92,0.236,0.0,9.96,4.6,0,Houston
DEL001370,D0040,2024-07-19 18:41:52,2024-07-19 18:53:52,2.156,12,31.38,8.19,1.0,0.188,4.58,11.23,4.8,0,Chicago
DEL001371,D0172,2024-07-16 23:27:24,2024-07-16 23:47:24,3.618,20,28.29,10.79,1.0,0.287,0.0,7.69,5.0,0,Los Angeles
DEL001372,D0101,2024-07-07 17:43:35,2024-07-07 18:09:35,4.493,26,14.37,13.16,1.0,0.157,1.5,12.59,4.4,0,Houston
DEL001373,D0141,2024-07-17 20:09:55,2024-07-17 20:27:55,3.537,18,13.86,10.05,1.0,0.173,2.07,10.38,4.6,0,Chicago
DEL001374,D0100,2024-07-11 13:06:50,2024-07-11 13:20:50,2.216,14,29.83,12.97,1.65,0.284,5.74,15.03,4.8,0,Los Angeles
DEL001375,D0028,2024-07-15 18:51:31,2024-07-15 19:16:31,4.413,25,31.79,13.52,1.0,0.183,4.97,16.02,4.8,0,Los Angeles
DEL001376,D0091,2024-07-14 18:38:06,2024-07-14 18:45:06,1.137,7,25.41,6.32,1.0,0.175,5.05,10.26,4.4,0,Phoenix
DEL001377,D0047,2024-07-19 10:51:47,2024-07-19 11:05:47,1.814,14,33.78,7.21,1.0,0.238,0.0,5.49,5.0,0,Los Angeles
DEL001378,D0087,2024-07-20 15:08:16,2024-07-20 15:28:16,2.421,20,24.44,9.05,1.0,0.218,4.51,11.59,4.4,0,New York
DEL001379,D0186,2024-07-07 08:36:47,2024-07-07 08:45:47,1.754,9,12.79,6.1,1.0,0.185,0.0,4.97,5.0,0,Los Angeles
DEL001380,D0162,2024-07-18 19:15:43,2024-07-18 19:22:43,0.779,7,19.41,4.5,1.0,0.231,0.0,3.46,4.1,0,Chicago
DEL001381,D0008,2024-07-18 20:32:18,2024-07-18 20:46:18,4.283,14,31.33,9.32,1.0,0.151,4.15,12.06,4.5,0,Los Angeles
DEL001382,D0001,2024-07-12 12:54:05,2024-07-12 13:08:05,3.784,14,15.23,15.97,1.69,0.28,2.34,13.84,5.0,0,New York
DEL001383,D0081,2024-07-05 18:04:46,2024-07-05 18:27:46,4.553,23,43.41,12.61,1.0,0.266,5.3,14.56,5.0,0,Phoenix
DEL001384,D0015,2024-07-05 19:35:59,2024-07-05 19:53:59,4.139,18,27.22,10.74,1.0,0.256,0.0,7.99,4.8,0,Chicago
DEL001385,D0133,2024-07-21 19:59:46,2024-07-21 20:39:46,7.031,40,30.47,18.77,1.0,0.16,4.15,19.92,5.0,0,Los Angeles
DEL001386,D0171,2024-07-26 19:25:00,2024-07-26 19:43:00,3.955,18,35.84,10.5,1.0,0.229,0.0,8.1,3.9,0,New York
DEL001387,D0065,2024-07-21 19:47:22,2024-07-21 20:07:22,4.954,20,21.7,12.04,1.0,0.27,0.0,8.79,5.0,0,Los Angeles
DEL001388,D0140,2024-07-26 19:02:38,2024-07-26 19:15:38,1.337,13,13.46,7.54,1.0,0.194,0.94,7.02,4.9,0,Chicago
DEL001389,D0005,2024-07-26 21:11:04,2024-07-26 21:22:04,0.605,11,24.35,4.55,1.0,0.243,1.81,5.25,4.8,0,Phoenix
DEL001390,D0012,2024-07-03 14:24:10,2024-07-03 14:30:10,1.55,6,33.11,5.12,1.0,0.237,2.45,6.36,4.5,0,Phoenix
DEL001391,D0157,2024-07-13 20:54:49,2024-07-13 21:16:49,4.681,22,25.75,11.75,1.0,0.228,1.93,11.0,4.5,0,Chicago
DEL001392,D0154,2024-07-13 11:47:40,2024-07-13 11:52:40,0.777,5,19.0,4.02,1.0,0.24,1.53,4.59,4.2,0,Phoenix
DEL001393,D0159,2024-07-26 20:02:59,2024-07-26 20:18:59,2.701,16,17.91,9.67,1.0,0.233,0.0,7.42,4.5,0,Chicago
DEL001394,D0155,2024-07-18 00:29:21,2024-07-18 00:46:21,2.545,17,32.16,8.65,1.0,0.254,2.28,8.73,4.7,0,Phoenix
DEL001395,D0088,2024-07-10 14:00:06,2024-07-10 14:12:06,1.545,12,13.23,7.24,1.0,0.187,2.34,8.23,4.6,0,Los Angeles
DEL001396,D0057,2024-07-08 14:58:31,2024-07-08 15:07:31,0.738,9,16.88,5.75,1.0,0.276,0.0,4.16,4.5,0,Phoenix
DEL001397,D0041,2024-07-23 14:19:23,2024-07-23 14:30:23,0.762,11,20.22,5.54,1.0,0.155,1.27,5.95,5.0,0,Los Angeles
DEL001398,D0094,2024-07-06 23:42:53,2024-07-07 00:02:53,3.954,20,32.71,10.96,1.0,0.287,4.57,12.38,4.4,0,New York
DEL001399,D0087,2024-07-01 13:55:45,2024-07-01 14:03:45,1.011,8,13.34,4.81,1.0,0.157,1.52,5.57,4.8,0,New York
DEL001400,D0178,2024-07-20 14:21:57,2024-07-20 14:37:57,2.526,16,20.43,8.54,1.0,0.211,0.0,6.74,4.6,0,Los Angeles
DEL001401,D0169,2024-07-13 07:31:35,2024-07-13 07:44:35,1.922,13,18.77,7.49,1.0,0.203,0.0,5.97,4.7,0,Phoenix
DEL001402,D0167,2024-07-20 16:59:47,2024-07-20 17:06:47,1.049,7,27.37,5.49,1.0,0.286,3.57,7.49,4.7,0,Los Angeles
DEL001403,D0161,2024-07-06 20:08:09,2024-07-06 20:30:09,4.37,22,26.8,12.31,1.0,0.24,4.81,14.17,4.4,0,Chicago
DEL001404,D0183,2024-07-03 19:21:27,2024-07-03 19:45:27,5.55,24,29.3,20.93,1.62,0.175,0.0,17.27,5.0,0,New York
DEL001405,D0098,2024-07-15 12:05:48,2024-07-15 12:21:48,4.972,16,33.88,10.48,1.0,0.285,0.0,7.49,5.0,0,Los Angeles
DEL001406,D0055,2024-07-10 12:49:07,2024-07-10 12:55:07,0.881,6,23.34,4.1,1.0,0.283,0.0,2.94,5.0,0,New York
DEL001407,D0199,2024-07-21 10:45:50,2024-07-21 10:56:50,1.735,11,6.62,7.43,1.0,0.229,0.0,5.73,4.4,0,Chicago
DEL001408,D0113,2024-07-09 10:54:37,2024-07-09 11:09:37,2.773,15,14.12,7.85,1.0,0.262,1.95,7.74,4.5,0,Houston
DEL001409,D0195,2024-07-20 03:12:59,2024-07-20 03:21:59,1.043,9,21.15,4.7,1.0,0.194,4.07,7.86,4.1,0,Chicago
DEL001410,D0063,2024-07-03 13:33:19,2024-07-03 13:48:19,4.509,15,15.33,11.52,1.0,0.15,0.0,9.79,4.5,0,Chicago
DEL001411,D0198,2024-07-21 15:32:27,2024-07-21 15:41:27,1.12,9,17.57,5.17,1.0,0.234,2.38,6.34,4.0,0,New York
DEL001412,D0188,2024-07-14 21:45:26,2024-07-14 21:50:26,0.958,5,13.99,5.24,1.0,0.255,0.0,3.9,5.0,0,Houston
DEL001413,D0087,2024-07-01 03:47:20,2024-07-01 04:01:20,2.385,14,24.12,8.44,1.0,0.166,2.56,9.6,4.8,0,New York
DEL001414,D0073,2024-07-05 14:16:31,2024-07-05 14:29:31,1.419,13,15.47,7.18,1.0,0.209,1.65,7.33,4.0,0,Houston
DEL001415,D0151,2024-07-01 19:49:55,2024-07-01 20:02:55,3.877,13,22.09,8.73,1.0,0.209,1.63,8.54,4.7,0,Chicago
DEL001416,D0081,2024-07-29 17:23:15,2024-07-29 17:33:15,2.855,10,14.16,7.33,1.0,0.294,2.8,7.97,5.0,0,Phoenix
DEL001417,D0181,2024-07-06 07:47:38,2024-07-06 07:56:38,0.943,9,19.72,6.28,1.0,0.178,0.0,5.16,5.0,0,Los Angeles
DEL001418,D0022,2024-07-10 10:28:59,2024-07-10 10:52:59,4.128,24,24.63,12.92,1.0,0.257,0.0,9.6,5.0,0,Phoenix
DEL001419,D0156,2024-07-15 19:48:12,2024-07-15 20:12:12,5.56,24,33.61,14.26,1.0,0.23,2.44,13.42,4.8,0,New York
DEL001420,D0122,2024-07-21 18:16:57,2024-07-21 18:27:57,2.787,11,24.73,7.41,1.0,0.261,0.0,5.48,4.9,0,Houston
DEL001421,D0192,2024-07-17 21:28:40,2024-07-17 21:42:40,2.39,14,15.08,8.35,1.0,0.253,0.0,6.24,4.8,0,New York
DEL001422,D0034,2024-07-21 17:32:50,2024-07-21 17:46:50,3.959,14,15.68,9.68,1.0,0.269,0.0,7.08,5.0,0,Los Angeles
DEL001423,D0041,2024-07-07 12:36:03,2024-07-07 13:09:03,6.766,33,27.58,16.51,1.0,0.219,0.0,12.89,4.4,0,Los Angeles
DEL001424,D0188,2024-07-20 16:34:55,2024-07-20 16:43:55,1.533,9,18.86,6.35,1.0,0.169,1.35,6.63,4.9,0,Houston
